author_name,book_title,author_average_rating,author_rating_count,author_review_count,book_average_rating,num_ratings,num_reviews,pages,genre_Childrens,genre_Classics,genre_Fantasy,genre_Fiction,genre_Historical,genre_History,genre_Horror,genre_Mystery,genre_New Adult,genre_Nonfiction,genre_Paranormal,genre_Romance,genre_Science Fiction,genre_Sequential Art,genre_Young Adult,author_gender_female,author_gender_male,starrating
"Larissa Ione
","
      Pleasure Unbound
",4.24,290708,16705,4.06,45951,2410,389,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,*
"Natasha Solomons
","
      The House at Tyneford
",3.74,25872,3792,3.78,16951,2101,359,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,****
"Jana Oliver
","
      The Demon Trapper's Daughter
",4.11,49298,3801,3.99,17633,1486,355,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,**
"Sharon Shinn
","
      Archangel
",3.91,127245,8747,4.04,9372,737,400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,**
"Daisy Goodwin
","
      The American Heiress
",3.6,63064,8597,3.43,32723,4261,468,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,****
"Fiona Carnarvon
","
      Lady Almina and the Real Downton Abbey: The Lost Legacy of Highclere Castle
",3.63,18010,2597,3.62,15505,2201,310,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,****
"Kristi Ann Hunter
","
      A Search for Refuge
",4.04,14342,2759,3.98,478,99,129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,***
"Anthony Hulse
","
      Whispers of the Dead
",4.47,1850,137,4.69,70,6,200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,**
"John Galsworthy
","
      The Forsyte Saga
",4.11,30306,1758,4.16,17158,777,872,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*****
"J.R. Ward
","
      Covet
",4.3,1755454,97816,3.9,43985,2642,474,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,**
"Kathryn Stockett
","
      The Help
",4.46,1832856,81109,4.46,1832834,81108,465,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,*****
"Mary  Weber
","
      Reclaiming Shilo Snow
",3.76,13710,2321,4.11,221,105,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,***
"Rachel Fordham
","
      The Hope of Azure Springs
",4.27,314,189,4.27,313,188,336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,***
"Sherrilyn Kenyon
","
      Fantasy Lover
",4.23,1353076,61514,4.17,79060,3376,337,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Jeaniene Frost
","
      First Drop of Crimson
",4.21,795032,42321,4.15,48936,2250,371,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,**
"Kate Morton
","
      The House at Riverton
",4.05,539412,57684,3.94,88713,7562,599,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,*****
"Tara Brach
","
      Radical Acceptance: Embracing Your Life With the Heart of a Buddha
",4.25,14346,856,4.24,11769,653,333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,***
"Kimberley Woodhouse
","
      The Patriot Bride
",4.08,4722,1230,4.11,284,199,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,***
"MaryLu Tyndall
","
      The Liberty Bride
",4.16,17758,2700,4.47,243,193,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,***
"L.A. Weatherly
","
      Angel Fire
",3.95,53444,3793,4.05,15960,865,720,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,**
"Jessica Shirvington
","
      Embrace
",4.26,74364,6587,4.01,24272,1997,382,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,**
"Paula Weston
","
      Shadows
",4.14,18099,1952,3.98,7187,798,388,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,**
"Erica Vetsch
","
      Seven Brides for Seven Texas Rangers Romance Collection: 7 Rangers Find Love and Justice on the Texas Frontier
",4.23,3969,1105,4.68,68,39,448,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,***
"Gena Showalter
","
      The Darkest Night
",4.16,822391,46925,4.08,70554,3161,379,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,**
"Nalini Singh
","
      Archangel's Blade
",4.19,832454,55511,4.26,26408,1669,310,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,**
"Wendy Higgins
","
      Sweet Reckoning
",4.17,159663,13981,4.34,28086,2533,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,**
"Vannetta Chapman
","
      Who the Bishop Knows
",4.14,20448,3658,4.56,180,80,348,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,***
"Tracie Peterson
","
      In Places Hidden
",4.05,125430,8479,4.0,545,121,320,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,***
"Cassandra Clare
","
      City of Lost Souls
",4.26,5937378,331527,4.29,366398,18069,534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,**
"Dusty Crabtree
","
      Shadow Eyes
",4.07,92,50,4.01,85,46,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,**
"Chetan Bhagat
","
      2 States: The Story of My Marriage
",3.16,387605,13910,3.42,75899,2638,269,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,*
"Kathleen Y'Barbo
","
      The Pirate Bride
",3.93,6214,1482,4.0,468,284,251,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,***
"Amy Vansant
","
      The Pirate, the Angel & the Irishman
",4.1,6773,1212,3.98,378,60,314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,**
"Jon Kabat-Zinn
","
      Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life
",4.11,65791,3601,4.12,30069,1291,304,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,****
"Raina Telgemeier
","
      Smile
",4.22,340158,25097,4.22,131030,8351,224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,*
"Ronie Kendig
","
      Fierian
",4.34,12649,2174,4.53,36,13,464,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,***
"Suzanne Woods Fisher
","
      Phoebe's Light
",4.24,29634,3836,4.17,391,176,345,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,***
"L.G. Castillo
","
      Lash
",3.89,4469,758,3.67,1118,214,286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,**
"Linda Poitevin
","
      Sins of the Son
",3.82,2695,597,3.91,415,94,352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,**
"Lindsay A. Franklin
","
      The Story Peddler
",4.25,312,160,4.19,275,141,336,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,***
"Janice  Thompson
","
      My Heart Belongs in San Francisco, California: Abby's Prospects
",3.84,30987,3292,4.12,102,85,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,***
"Amy A. Bartol
","
      Indebted
",4.21,154468,10925,4.36,20061,720,427,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,***
"Sara Ella
","
      Unbreakable
",4.01,1166,510,4.1,174,78,384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,***
"Hermann Hesse
","
      Siddhartha
",4.03,786232,27137,4.01,485542,13960,152,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*****
"Karen   Barnett
","
      Where the Fire Falls
",4.22,1237,573,4.3,238,136,352,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,***
"Jennifer Delamere
","
      The Heart's Appeal
",3.82,1709,569,4.21,288,158,384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,***
"T.M.  Lakomy
","
      The Shadow Crucible
",4.25,84,28,4.25,84,28,368,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,***
"Michelle Zink
","
      Prophecy of the Sisters
",3.65,35796,3960,3.55,14395,1510,343,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Adolf Hitler
","
      Mein Kampf
",3.18,29266,2759,3.15,27824,2670,384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,*
"Courtney Allison Moulton
","
      Angelfire
",4.07,52998,3469,3.93,29175,2024,453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,***
"Joel C. Rosenberg
","
      The Kremlin Conspiracy
",4.29,76100,6670,4.22,3369,376,470,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,***
"Becca Fitzpatrick
","
      Finale
",4.06,1157324,54460,4.21,124212,7848,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,***
"Cynthia Hand
","
      Hallowed
",4.07,290799,30111,4.13,66576,4205,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,***
"James Dashner
","
      The Maze Runner
",3.94,1850271,121762,4.03,873786,52600,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,*
"Jennifer Murgia
","
      Angel Star
",3.43,2328,439,3.3,1738,259,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,*
"Angela Elwell Hunt
","
      Judah's Wife: A Novel of the Maccabees
",4.13,50908,4845,4.16,387,117,384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,***
"Lev Grossman
","
      The Magicians
",3.69,362689,36801,3.5,197497,20313,402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Rachel McMillan
","
      Murder at the Flamingo
",3.71,1871,790,3.55,298,156,343,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,****
"Lauren Conrad
","
      Lauren Conrad Beauty
",3.54,73909,4849,3.99,2645,145,288,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,*
"Geri Halliwell
","
      Ugenia Lavender Home Alone
",3.67,1729,122,4.05,37,1,173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Roseanna M. White
","
      An Hour Unspent
",4.22,13675,2906,4.58,508,235,413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,****
"Nicki Elson
","
      Divine Temptation
",3.6,1054,277,3.87,68,29,225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,****
"Heather Lynn Rigaud
","
      Fitzwilliam Darcy, Rock Star
",3.51,2637,362,3.51,2509,338,432,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,*
"Lauren Willig
","
      The Seduction of the Crimson Rose
",3.82,126821,13668,3.87,7702,549,385,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,*
"Elizabeth Chadwick
","
      The Falcons of Montabard
",4.11,57100,4503,4.08,1211,91,473,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,*
"Anne Merton Abbey
","
      Kathryn in the Court of Six Queens
",4.25,115,12,4.25,115,12,454,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,*
"Melody Anne
","
      Midnight Fire
",4.09,211176,10862,3.88,2337,116,253,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,****
"Irene Hannon
","
      Pelican Point
",4.19,54195,5278,4.18,565,158,368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,****
"Kate Quinn
","
      Mistress of Rome
",4.22,132605,14302,4.06,11993,1262,470,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,*
"Donna Gillespie
","
      The Light Bearer
",4.16,2542,208,4.21,1206,102,1024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,*
"Shannon A. Thompson
","
      Minutes Before Sunset
",4.05,1404,468,4.03,584,151,247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Jenna Elizabeth Johnson
","
      Faelorehn
",3.97,12189,1159,3.7,3476,366,230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Mary  Stewart
","
      Mary Stewart's Merlin Trilogy
",4.05,163323,8581,4.38,4244,190,928,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Tucker Max
","
      I Hope They Serve Beer in Hell
",3.57,87320,5817,3.51,52008,4396,288,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,**
"Courtney Cole
","
      The Glassheart Chronicles
",3.98,86207,8944,3.65,352,35,148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Joan Rivers
","
      Murder at the Academy Awards: A Red Carpet Murder Mystery
",3.46,7496,1092,3.27,412,62,311,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,**
"Tricia Goyer
","
      A Daring Escape
",4.16,19603,3296,4.22,129,45,304,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,****
"Daphne du Maurier
","
      The House on the Strand
",4.13,496679,30180,3.85,8119,830,329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Sandra Byrd
","
      Lady of a Thousand Treasures
",3.97,14876,2301,4.38,252,153,480,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,****
"J.D. Stroube
","
      Caged by Damnation
",3.74,964,143,4.08,109,15,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,*
"Aubrey Rose
","
      Shifting Fates
",3.64,15948,1626,3.66,291,51,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,*
"Mary Connealy
","
      The Accidental Guardian
",4.11,50549,5597,3.72,1649,196,293,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,****
"Anya Seton
","
      Devil Water
",4.05,48574,3481,3.92,1442,102,526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,*
"Lisa Tawn Bergren
","
      Keturah
",4.14,67390,7590,4.03,443,199,352,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,****
"Sandra Brown
","
      Rainwater
",3.9,591822,38321,3.95,11804,1744,247,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,*
"Amy  Maurer Jones
","
      Soul Quest
",3.79,669,122,3.75,59,19,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,*
"Amanda Havard
","
      The Survivors
",3.83,1166,223,3.69,621,144,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,*
"Katie Ganshert
","
      No One Ever Asked
",4.25,14996,2702,4.32,1894,429,352,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,****
"Cathy Cash Spellman
","
      Paint the Wind
",4.06,1598,160,4.29,543,56,814,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,*
"K.N. Lee
","
      Netherworld
",3.82,9192,1795,3.79,452,106,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Carrie Turansky
","
      Across the Blue
",3.93,6823,1545,4.29,331,184,354,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,****
"Melissa Jagears
","
      A Chance at Forever
",4.0,9063,1872,4.36,273,148,352,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,****
"Heather Anastasiu
","
      Tsura
",3.84,12889,1513,4.06,355,40,250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,*
"Jaime Jo Wright
","
      The Reckoning at Gossamer Pond
",4.05,2633,982,4.15,456,185,352,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,****
"Carla Laureano
","
      The Saturday Night Supper Club
",4.07,2747,697,4.06,765,256,416,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,****
"Philippa Gregory
","
      Wideacre
",3.9,1320545,68939,3.3,19980,1687,656,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,*
"Veronica Blade
","
      Something Witchy This Way Comes
",3.85,4378,680,3.84,597,99,364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Teal Haviland
","
      Inception
",3.88,105,31,3.79,94,29,550,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Hillary Rodham Clinton
","
      Living History
",3.84,80090,8031,3.76,27229,1040,567,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,**
"Anita Amirrezvani
","
      The Blood of Flowers
",3.93,16952,2182,3.96,14976,1766,368,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,*
"Debbie Behan
","
      Home Worlds
",4.29,28,14,4.09,22,12,486,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,*
"A.E.  Kirk
","
      Demons at Deadnight
",4.2,16239,1504,4.14,7963,702,404,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Marina Fiorato
","
      The Glassblower of Murano
",3.75,17689,2130,3.58,6082,853,356,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,*
"Susan Carroll
","
      The Dark Queen
",3.83,13986,979,3.86,3125,197,544,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,*
"Lesley Livingston
","
      Wondrous Strange
",3.81,57901,5615,3.69,20244,1477,352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Angela Lovell
","
      Blood Drunk: Faded Blue
",3.26,301,42,4.02,56,10,332,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,*
"Jen Turano
","
      Caught by Surprise
",4.07,21433,3976,4.27,447,162,359,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,****
"Colleen Coble
","
      The View from Rainshadow Bay
",4.07,92783,9704,3.99,2218,357,336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,****
"Georgette Heyer
","
      The Unknown Ajax
",3.91,333279,27996,4.06,7017,517,352,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,*
"Rosalind Laker
","
      To Dance with Kings
",3.95,9087,720,4.07,3093,203,750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,*
"Jeri Smith-Ready
","
      Shade
",3.91,45114,4810,3.86,13244,1192,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,*
"Jamie McGuire
","
      Beautiful Disaster
",4.12,1002837,68648,4.13,487175,26411,319,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,***
"Donna Thorland
","
      The Turncoat
",3.74,3057,557,3.7,1539,281,395,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,*
"Rebecca Ryman
","
      Olivia And Jai
",4.05,1423,132,4.14,1036,99,644,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,*
"Justine Larbalestier
","
      Liar
",3.59,50289,7683,3.3,8309,1617,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,*
"Jennifer Love Hewitt
","
      The Day I Shot Cupid: Hello, My Name Is Jennifer Love Hewitt and I'm a Love-aholic
",3.13,1120,212,3.11,1091,208,208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,***
"Ella James
","
      Stolen
",3.87,73026,7905,4.0,2686,111,131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Heidi Chiavaroli
","
      The Hidden Side
",4.37,543,262,4.34,220,116,448,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,*****
"Kaitlyn Davis
","
      Ignite
",3.99,23761,1969,3.87,7561,496,395,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Nadine Brandes
","
      Fawkes
",4.17,3076,1440,3.91,1542,709,448,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*****
"Celeste De Blasis
","
      The Proud Breed
",4.29,3538,253,4.31,905,97,832,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,*
"Elizabeth Isaacs
","
      The Light of Asteria: Kailmeyra's Last Hope
",4.02,1480,184,3.91,965,110,380,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Shannon Dermott
","
      Beg for Mercy
",3.87,7094,965,3.69,2530,298,473,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"E.L. James
","
      Fifty Shades of Grey
",3.77,3216195,150997,3.66,1632646,76821,356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,***
"Valerie Fitzgerald
","
      Zemindar
",4.12,1428,156,4.12,1428,156,799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,*
"Colleen Vanderlinden
","
      Lost Girl
",4.03,8899,622,3.77,1817,124,205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Pittacus Lore
","
      I Am Number Four
",4.09,733018,41211,3.94,291098,15062,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,***
"Cathy Gohlke
","
      Until We Find Home
",4.14,8277,1337,4.01,369,108,415,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,*****
"Diana Gabaldon
","
      Written in My Own Heart's Blood
",4.27,2019841,110670,4.52,77410,6240,1296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,**
"Stacey Kade
","
      The Ghost and the Goth
",3.92,40182,4178,3.87,16411,1569,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,*
"H.M. Ward
","
      Demon Kissed
",4.14,309716,17826,3.83,4567,334,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,*
"Sarah E. Ladd
","
      The Weaver's Daughter
",3.88,21381,3125,4.11,819,269,368,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,*****
"Elizabeth Peters
","
      Crocodile on the Sandbank
",4.05,288694,15154,4.02,53855,3707,337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,**
"Judith Merkle Riley
","
      A Vision of Light
",3.99,10831,982,4.13,2500,270,438,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,**
"Laura Whitcomb
","
      A Certain Slant of Light
",3.77,21137,2469,3.83,18067,1875,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,*
"Michael Pang
","
      In the Eyes of Madness
",3.64,135,44,3.64,135,44,222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,*
"Gwen Bristow
","
      Celia Garth
",4.06,11672,1121,4.09,2879,307,320,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,**
"Christi Stallard
","
      The Crimson Throne
",4.17,47,18,4.18,38,14,322,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Tori Spelling
","
      Uncharted TerriTORI
",3.61,30377,3057,3.61,4687,356,214,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,****
"Karleen Koen
","
      Now Face to Face
",3.93,19676,1673,3.98,2973,212,703,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,**
"Carrigan Richards
","
      Under a Blood Moon
",4.22,236,105,4.0,61,26,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,*
"Jan Harman
","
      Brush of Shade
",3.76,70,43,3.76,70,43,396,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Sarah Sundin
","
      The Sea Before Us
",4.23,18992,3165,4.35,734,261,365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,*****
"Morgan Rice
","
      Turned
",3.69,137436,7739,3.4,11906,1010,150,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,*
"George W. Bush
","
      Decision Points
",3.86,42246,3845,3.79,33365,2683,497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"Roberta Gellis
","
      Alinor
",3.98,16071,777,4.26,508,25,608,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Quinn Loftis
","
      Prince of Wolves
",4.35,143392,9044,4.05,32262,2595,230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Jessica Brody
","
      Unremembered
",3.83,32195,5150,3.69,7016,1056,320,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,*
"Brigid Kemmerer
","
      Spirit
",4.07,87185,11121,4.01,7500,802,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,*
"Kristy Cambron
","
      The Lost Castle
",4.05,11409,2503,4.1,1239,393,384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,*****
"Jocelyn Green
","
      A Refuge Assured
",4.29,6529,1524,4.36,604,256,413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,*****
"Kathleen E. Woodiwiss
","
      Ashes in the Wind
",4.03,89241,4037,4.17,8450,380,664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Robin McKinley
","
      Beauty: A Retelling of the Story of Beauty and the Beast
",3.97,317155,23302,4.05,64915,4774,256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"S.L. Naeole
","
      Falling From Grace
",4.02,10947,610,3.84,4145,251,474,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,*
"Nova Ren Suma
","
      17 & Gone
",3.69,26178,5705,3.66,2969,465,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,*
"M.M. Kaye
","
      Trade Wind
",4.16,63292,3509,3.98,2611,132,553,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,**
"Erica Stevens
","
      Captured
",4.16,75496,4324,4.06,16996,1231,168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,*
"Lindsay Ribar
","
      The Art of Wishing
",3.67,4152,842,3.68,2085,326,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,**
"Elizabeth  Ross
","
      Belle Epoque
",3.62,3198,606,3.61,3238,617,336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,**
"Lynne Spears
","
      Through The Storm: A Real Story of Fame and Family in a Tabloid World
",3.32,1694,217,3.25,784,137,272,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,****
"Nicole ""Snooki"" Polizzi
","
      Confessions of a Guidette
",3.38,3152,426,3.29,683,54,192,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,****
"Laura Frantz
","
      The Lacemaker
",4.2,22838,3188,4.23,1526,416,414,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,*****
"Susan Howatch
","
      Penmarric
",4.07,33707,1826,4.08,5088,221,704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,**
"Elizabeth May
","
      The Falconer
",3.92,20707,3366,3.76,13144,2160,378,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,**
"Miranda Rae Carter
","
      Beneath the Surface
",4.42,45,24,4.42,45,24,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,*
"Jane Austen
","
      Persuasion
",4.11,5183959,141639,4.13,459527,15072,249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,**
"Andrea Cremer
","
      Wolfsbane
",4.02,179378,13783,4.11,44974,2247,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,*
"Elizabeth Chandler
","
      Kissed by an Angel/The Power of Love/Soulmates
",4.06,93103,5358,4.08,24737,1704,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,*
"Lenore Appelhans
","
      Level 2
",3.31,3095,735,3.26,2730,629,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,**
